method,train_seed,mode,eval_seed,instance_id,instance_index,instance_filename,objective
AM,1234,greedy,20260827,I42,42,N20_K2_M12_I42.xlsx,13.2263402939
AM,1234,greedy,20260827,I43,43,N20_K2_M12_I43.xlsx,9.51099300385
AM,1234,greedy,20260827,I44,44,N20_K2_M12_I44.xlsx,13.5989875793
AM,1234,greedy,20260827,I45,45,N20_K2_M12_I45.xlsx,13.0222463608
AM,1234,greedy,20260827,I46,46,N20_K2_M12_I46.xlsx,9.07859706879
AM,1234,greedy,20260827,I47,47,N20_K2_M12_I47.xlsx,10.2356548309
AM,1234,greedy,20260827,I48,48,N20_K2_M12_I48.xlsx,10.4472446442
AM,1234,greedy,20260827,I49,49,N20_K2_M12_I49.xlsx,11.6251087189
AM,1234,greedy,20260827,I50,50,N20_K2_M12_I50.xlsx,12.4600963593
AM,1234,greedy,20260827,I51,51,N20_K2_M12_I51.xlsx,11.7485580444
AM,1234,greedy,20260827,I52,52,N20_K2_M12_I52.xlsx,11.4034996033
AM,1234,greedy,20260827,I53,53,N20_K2_M12_I53.xlsx,11.4445390701
AM,1234,greedy,20260827,I54,54,N20_K2_M12_I54.xlsx,10.5965557098
AM,1234,greedy,20260827,I55,55,N20_K2_M12_I55.xlsx,13.2976732254
AM,1234,greedy,20260827,I56,56,N20_K2_M12_I56.xlsx,12.976641655
AM,1234,greedy,20260827,I57,57,N20_K2_M12_I57.xlsx,12.6433143616
AM,1234,greedy,20260827,I58,58,N20_K2_M12_I58.xlsx,10.3182544708
AM,1234,greedy,20260827,I59,59,N20_K2_M12_I59.xlsx,10.6650085449
AM,1234,greedy,20260827,I60,60,N20_K2_M12_I60.xlsx,11.6408662796
AM,1234,greedy,20260827,I61,61,N20_K2_M12_I61.xlsx,11.8530044556
AM,1234,greedy,20260827,I62,62,N20_K2_M12_I62.xlsx,9.95006275177
AM,1234,greedy,20260827,I63,63,N20_K2_M12_I63.xlsx,11.9377689362
AM,1234,greedy,20260827,I64,64,N20_K2_M12_I64.xlsx,12.5536031723
AM,1234,greedy,20260827,I65,65,N20_K2_M12_I65.xlsx,14.1426677704
AM,1234,greedy,20260827,I66,66,N20_K2_M12_I66.xlsx,12.4681434631
AM,1234,greedy,20260827,I67,67,N20_K2_M12_I67.xlsx,11.4848985672
AM,1234,greedy,20260827,I68,68,N20_K2_M12_I68.xlsx,10.8760871887
AM,1234,greedy,20260827,I69,69,N20_K2_M12_I69.xlsx,14.1328792572
AM,1234,greedy,20260827,I70,70,N20_K2_M12_I70.xlsx,11.2733488083
AM,1234,greedy,20260827,I71,71,N20_K2_M12_I71.xlsx,12.5700855255
AM,1234,greedy,20260827,I72,72,N20_K2_M12_I72.xlsx,11.419002533
AM,1234,greedy,20260827,I73,73,N20_K2_M12_I73.xlsx,11.7979230881
AM,1234,greedy,20260827,I74,74,N20_K2_M12_I74.xlsx,12.5547800064
AM,1234,greedy,20260827,I75,75,N20_K2_M12_I75.xlsx,10.3016338348
AM,1234,greedy,20260827,I76,76,N20_K2_M12_I76.xlsx,12.6124095917
AM,1234,greedy,20260827,I77,77,N20_K2_M12_I77.xlsx,11.2242393494
AM,1234,greedy,20260827,I78,78,N20_K2_M12_I78.xlsx,10.3897218704
AM,1234,greedy,20260827,I79,79,N20_K2_M12_I79.xlsx,12.5424976349
AM,1234,greedy,20260827,I80,80,N20_K2_M12_I80.xlsx,11.6000919342
AM,1234,greedy,20260827,I81,81,N20_K2_M12_I81.xlsx,11.0369720459
AM,1234,greedy,20260827,I82,82,N20_K2_M12_I82.xlsx,11.9717826843
AM,1234,greedy,20260827,I83,83,N20_K2_M12_I83.xlsx,11.7560749054
AM,1234,greedy,20260827,I84,84,N20_K2_M12_I84.xlsx,10.7168197632
AM,1234,greedy,20260827,I85,85,N20_K2_M12_I85.xlsx,12.5579423904
AM,1234,greedy,20260827,I86,86,N20_K2_M12_I86.xlsx,10.5073204041
AM,1234,greedy,20260827,I87,87,N20_K2_M12_I87.xlsx,9.73836326599
AM,1234,greedy,20260827,I88,88,N20_K2_M12_I88.xlsx,10.5218162537
AM,1234,greedy,20260827,I89,89,N20_K2_M12_I89.xlsx,11.9796714783
AM,1234,greedy,20260827,I90,90,N20_K2_M12_I90.xlsx,13.0203876495
AM,1234,greedy,20260827,I91,91,N20_K2_M12_I91.xlsx,11.6206684113
AM,1234,greedy,20260827,I92,92,N20_K2_M12_I92.xlsx,9.68251609802
AM,1234,greedy,20260827,I93,93,N20_K2_M12_I93.xlsx,10.578701973
AM,1234,greedy,20260827,I94,94,N20_K2_M12_I94.xlsx,10.5076904297
AM,1234,greedy,20260827,I95,95,N20_K2_M12_I95.xlsx,10.101398468
AM,1234,greedy,20260827,I96,96,N20_K2_M12_I96.xlsx,10.6012506485
AM,1234,greedy,20260827,I97,97,N20_K2_M12_I97.xlsx,12.160779953
AM,1234,greedy,20260827,I98,98,N20_K2_M12_I98.xlsx,9.4484539032
AM,1234,greedy,20260827,I99,99,N20_K2_M12_I99.xlsx,11.3201065063
AM,1234,greedy,20260827,I100,100,N20_K2_M12_I100.xlsx,11.8937501907
AM,1234,sample1280,20260827,I1,1,N20_K2_M12_I1.xlsx,10.7904691696
AM,1234,sample1280,20260827,I2,2,N20_K2_M12_I2.xlsx,11.0286121368
AM,1234,sample1280,20260827,I3,3,N20_K2_M12_I3.xlsx,10.0570583344
AM,1234,sample1280,20260827,I4,4,N20_K2_M12_I4.xlsx,8.66947746277
AM,1234,sample1280,20260827,I5,5,N20_K2_M12_I5.xlsx,9.56690979004
AM,1234,sample1280,20260827,I6,6,N20_K2_M12_I6.xlsx,12.2357282639
AM,1234,sample1280,20260827,I7,7,N20_K2_M12_I7.xlsx,12.2034015656
AM,1234,sample1280,20260827,I8,8,N20_K2_M12_I8.xlsx,11.6522989273
AM,1234,sample1280,20260827,I9,9,N20_K2_M12_I9.xlsx,10.3039293289
AM,1234,sample1280,20260827,I10,10,N20_K2_M12_I10.xlsx,10.9821853638
AM,1234,sample1280,20260827,I11,11,N20_K2_M12_I11.xlsx,11.2479057312
AM,1234,sample1280,20260827,I12,12,N20_K2_M12_I12.xlsx,7.48423433304
AM,1234,sample1280,20260827,I13,13,N20_K2_M12_I13.xlsx,10.6011714935
AM,1234,sample1280,20260827,I14,14,N20_K2_M12_I14.xlsx,8.87191867828
AM,1234,sample1280,20260827,I15,15,N20_K2_M12_I15.xlsx,10.0520801544
AM,1234,sample1280,20260827,I16,16,N20_K2_M12_I16.xlsx,10.6967725754
AM,1234,sample1280,20260827,I17,17,N20_K2_M12_I17.xlsx,10.1927080154
AM,1234,sample1280,20260827,I18,18,N20_K2_M12_I18.xlsx,10.867808342
AM,1234,sample1280,20260827,I19,19,N20_K2_M12_I19.xlsx,9.9136505127
AM,1234,sample1280,20260827,I20,20,N20_K2_M12_I20.xlsx,11.7047176361
AM,1234,sample1280,20260827,I21,21,N20_K2_M12_I21.xlsx,11.6784830093
AM,1234,sample1280,20260827,I22,22,N20_K2_M12_I22.xlsx,11.7575721741
AM,1234,sample1280,20260827,I23,23,N20_K2_M12_I23.xlsx,12.4562397003
AM,1234,sample1280,20260827,I24,24,N20_K2_M12_I24.xlsx,12.6187820435
AM,1234,sample1280,20260827,I25,25,N20_K2_M12_I25.xlsx,9.66567516327
AM,1234,sample1280,20260827,I26,26,N20_K2_M12_I26.xlsx,11.4665584564
AM,1234,sample1280,20260827,I27,27,N20_K2_M12_I27.xlsx,10.0809020996
AM,1234,sample1280,20260827,I28,28,N20_K2_M12_I28.xlsx,11.8838024139
AM,1234,sample1280,20260827,I29,29,N20_K2_M12_I29.xlsx,11.204246521
AM,1234,sample1280,20260827,I30,30,N20_K2_M12_I30.xlsx,10.2792472839
AM,1234,sample1280,20260827,I31,31,N20_K2_M12_I31.xlsx,8.41844558716
AM,1234,sample1280,20260827,I32,32,N20_K2_M12_I32.xlsx,8.43518066406
AM,1234,sample1280,20260827,I33,33,N20_K2_M12_I33.xlsx,9.34307575226
AM,1234,sample1280,20260827,I34,34,N20_K2_M12_I34.xlsx,12.318022728
AM,1234,sample1280,20260827,I35,35,N20_K2_M12_I35.xlsx,11.3957509995
AM,1234,sample1280,20260827,I36,36,N20_K2_M12_I36.xlsx,9.56416511536
AM,1234,sample1280,20260827,I37,37,N20_K2_M12_I37.xlsx,12.2599172592
AM,1234,sample1280,20260827,I38,38,N20_K2_M12_I38.xlsx,9.98808765411
AM,1234,sample1280,20260827,I39,39,N20_K2_M12_I39.xlsx,11.4687347412
AM,1234,sample1280,20260827,I40,40,N20_K2_M12_I40.xlsx,9.86896133423
AM,1234,sample1280,20260827,I41,41,N20_K2_M12_I41.xlsx,10.3964958191
AM,1234,sample1280,20260827,I42,42,N20_K2_M12_I42.xlsx,11.9089326859
AM,1234,sample1280,20260827,I43,43,N20_K2_M12_I43.xlsx,9.27573013306
AM,1234,sample1280,20260827,I44,44,N20_K2_M12_I44.xlsx,12.0728750229
AM,1234,sample1280,20260827,I45,45,N20_K2_M12_I45.xlsx,11.6873998642
AM,1234,sample1280,20260827,I46,46,N20_K2_M12_I46.xlsx,8.02442455292
AM,1234,sample1280,20260827,I47,47,N20_K2_M12_I47.xlsx,9.73651695251
AM,1234,sample1280,20260827,I48,48,N20_K2_M12_I48.xlsx,9.45375156403
AM,1234,sample1280,20260827,I49,49,N20_K2_M12_I49.xlsx,10.1559381485
AM,1234,sample1280,20260827,I50,50,N20_K2_M12_I50.xlsx,12.2123680115
AM,1234,sample1280,20260827,I51,51,N20_K2_M12_I51.xlsx,11.3219079971
AM,1234,sample1280,20260827,I52,52,N20_K2_M12_I52.xlsx,10.4832191467
AM,1234,sample1280,20260827,I53,53,N20_K2_M12_I53.xlsx,10.5943164825
AM,1234,sample1280,20260827,I54,54,N20_K2_M12_I54.xlsx,10.0158834457
AM,1234,sample1280,20260827,I55,55,N20_K2_M12_I55.xlsx,11.9094705582
AM,1234,sample1280,20260827,I56,56,N20_K2_M12_I56.xlsx,12.4006662369
AM,1234,sample1280,20260827,I57,57,N20_K2_M12_I57.xlsx,11.4923601151
AM,1234,sample1280,20260827,I58,58,N20_K2_M12_I58.xlsx,8.89390563965
AM,1234,sample1280,20260827,I59,59,N20_K2_M12_I59.xlsx,9.65405654907
AM,1234,sample1280,20260827,I60,60,N20_K2_M12_I60.xlsx,10.0743770599
AM,1234,sample1280,20260827,I61,61,N20_K2_M12_I61.xlsx,10.6223239899
AM,1234,sample1280,20260827,I62,62,N20_K2_M12_I62.xlsx,9.6474981308
AM,1234,sample1280,20260827,I63,63,N20_K2_M12_I63.xlsx,10.638256073
AM,1234,sample1280,20260827,I64,64,N20_K2_M12_I64.xlsx,10.2448530197
AM,1234,sample1280,20260827,I65,65,N20_K2_M12_I65.xlsx,12.8077058792
AM,1234,sample1280,20260827,I66,66,N20_K2_M12_I66.xlsx,11.1240587234
AM,1234,sample1280,20260827,I67,67,N20_K2_M12_I67.xlsx,10.1908407211
AM,1234,sample1280,20260827,I68,68,N20_K2_M12_I68.xlsx,10.6140880585
AM,1234,sample1280,20260827,I69,69,N20_K2_M12_I69.xlsx,10.8999738693
AM,1234,sample1280,20260827,I70,70,N20_K2_M12_I70.xlsx,10.6036615372
AM,1234,sample1280,20260827,I71,71,N20_K2_M12_I71.xlsx,11.5822620392
AM,1234,sample1280,20260827,I72,72,N20_K2_M12_I72.xlsx,10.8529911041
AM,1234,sample1280,20260827,I73,73,N20_K2_M12_I73.xlsx,9.5808506012
AM,1234,sample1280,20260827,I74,74,N20_K2_M12_I74.xlsx,11.0690660477
AM,1234,sample1280,20260827,I75,75,N20_K2_M12_I75.xlsx,9.6189699173
AM,1234,sample1280,20260827,I76,76,N20_K2_M12_I76.xlsx,13.1031293869
AM,1234,sample1280,20260827,I77,77,N20_K2_M12_I77.xlsx,9.92525577545
AM,1234,sample1280,20260827,I78,78,N20_K2_M12_I78.xlsx,9.66331481934
AM,1234,sample1280,20260827,I79,79,N20_K2_M12_I79.xlsx,10.9895877838
AM,1234,sample1280,20260827,I80,80,N20_K2_M12_I80.xlsx,11.1350364685
AM,1234,sample1280,20260827,I81,81,N20_K2_M12_I81.xlsx,11.0039539337
AM,1234,sample1280,20260827,I82,82,N20_K2_M12_I82.xlsx,10.073225975
AM,1234,sample1280,20260827,I83,83,N20_K2_M12_I83.xlsx,10.7458114624
AM,1234,sample1280,20260827,I84,84,N20_K2_M12_I84.xlsx,10.3496208191
AM,1234,sample1280,20260827,I85,85,N20_K2_M12_I85.xlsx,11.8843917847
AM,1234,sample1280,20260827,I86,86,N20_K2_M12_I86.xlsx,10.3380384445
AM,1234,sample1280,20260827,I87,87,N20_K2_M12_I87.xlsx,9.27320098877
AM,1234,sample1280,20260827,I88,88,N20_K2_M12_I88.xlsx,9.54005718231
AM,1234,sample1280,20260827,I89,89,N20_K2_M12_I89.xlsx,10.8298425674
AM,1234,sample1280,20260827,I90,90,N20_K2_M12_I90.xlsx,11.0715656281
AM,1234,sample1280,20260827,I91,91,N20_K2_M12_I91.xlsx,10.6382408142
AM,1234,sample1280,20260827,I92,92,N20_K2_M12_I92.xlsx,9.10024356842
AM,1234,sample1280,20260827,I93,93,N20_K2_M12_I93.xlsx,10.3532505035
AM,1234,sample1280,20260827,I94,94,N20_K2_M12_I94.xlsx,10.0247144699
AM,1234,sample1280,20260827,I95,95,N20_K2_M12_I95.xlsx,9.69546890259
AM,1234,sample1280,20260827,I96,96,N20_K2_M12_I96.xlsx,9.97842597961
AM,1234,sample1280,20260827,I97,97,N20_K2_M12_I97.xlsx,11.4203147888
AM,1234,sample1280,20260827,I98,98,N20_K2_M12_I98.xlsx,9.39628887177
AM,1234,sample1280,20260827,I99,99,N20_K2_M12_I99.xlsx,10.7549257278
AM,1234,sample1280,20260827,I100,100,N20_K2_M12_I100.xlsx,11.5871133804
AM,2345,greedy,20260827,I1,1,N20_K2_M12_I1.xlsx,11.8069400787
AM,2345,greedy,20260827,I2,2,N20_K2_M12_I2.xlsx,11.9122219086
AM,2345,greedy,20260827,I3,3,N20_K2_M12_I3.xlsx,10.5170726776
AM,2345,greedy,20260827,I4,4,N20_K2_M12_I4.xlsx,9.95358848572
AM,2345,greedy,20260827,I5,5,N20_K2_M12_I5.xlsx,12.1701374054
AM,2345,greedy,20260827,I6,6,N20_K2_M12_I6.xlsx,14.0097942352
AM,2345,greedy,20260827,I7,7,N20_K2_M12_I7.xlsx,12.9943284988
AM,2345,greedy,20260827,I8,8,N20_K2_M12_I8.xlsx,12.8801803589
AM,2345,greedy,20260827,I9,9,N20_K2_M12_I9.xlsx,11.3084917068
AM,2345,greedy,20260827,I10,10,N20_K2_M12_I10.xlsx,11.1299915314
AM,2345,greedy,20260827,I11,11,N20_K2_M12_I11.xlsx,12.4319839478
AM,2345,greedy,20260827,I12,12,N20_K2_M12_I12.xlsx,8.59330844879
AM,2345,greedy,20260827,I13,13,N20_K2_M12_I13.xlsx,11.6149711609
AM,2345,greedy,20260827,I14,14,N20_K2_M12_I14.xlsx,9.52584457397
AM,2345,greedy,20260827,I15,15,N20_K2_M12_I15.xlsx,10.475479126
AM,2345,greedy,20260827,I16,16,N20_K2_M12_I16.xlsx,11.6714000702
AM,2345,greedy,20260827,I17,17,N20_K2_M12_I17.xlsx,11.604139328
AM,2345,greedy,20260827,I18,18,N20_K2_M12_I18.xlsx,12.4582328796
AM,2345,greedy,20260827,I19,19,N20_K2_M12_I19.xlsx,10.6623153687
AM,2345,greedy,20260827,I20,20,N20_K2_M12_I20.xlsx,12.6847734451
AM,2345,greedy,20260827,I21,21,N20_K2_M12_I21.xlsx,12.0936584473
AM,2345,greedy,20260827,I22,22,N20_K2_M12_I22.xlsx,12.2948312759
AM,2345,greedy,20260827,I23,23,N20_K2_M12_I23.xlsx,13.3875350952
AM,2345,greedy,20260827,I24,24,N20_K2_M12_I24.xlsx,13.6375703812
AM,2345,greedy,20260827,I25,25,N20_K2_M12_I25.xlsx,10.8626289368
AM,2345,greedy,20260827,I26,26,N20_K2_M12_I26.xlsx,12.2293052673
AM,2345,greedy,20260827,I27,27,N20_K2_M12_I27.xlsx,11.6571044922
AM,2345,greedy,20260827,I28,28,N20_K2_M12_I28.xlsx,14.4715595245
AM,2345,greedy,20260827,I29,29,N20_K2_M12_I29.xlsx,13.0741443634
AM,2345,greedy,20260827,I30,30,N20_K2_M12_I30.xlsx,13.6061410904
AM,2345,greedy,20260827,I31,31,N20_K2_M12_I31.xlsx,8.76729202271
AM,2345,greedy,20260827,I32,32,N20_K2_M12_I32.xlsx,8.83157348633
AM,2345,greedy,20260827,I33,33,N20_K2_M12_I33.xlsx,9.5426864624
AM,2345,greedy,20260827,I34,34,N20_K2_M12_I34.xlsx,11.8630285263
AM,2345,greedy,20260827,I35,35,N20_K2_M12_I35.xlsx,12.6041698456
AM,2345,greedy,20260827,I36,36,N20_K2_M12_I36.xlsx,9.89786338806
AM,2345,greedy,20260827,I37,37,N20_K2_M12_I37.xlsx,13.2566556931
AM,2345,greedy,20260827,I38,38,N20_K2_M12_I38.xlsx,11.0552425385
AM,2345,greedy,20260827,I39,39,N20_K2_M12_I39.xlsx,11.8051624298
AM,2345,greedy,20260827,I40,40,N20_K2_M12_I40.xlsx,12.4342250824
AM,2345,greedy,20260827,I41,41,N20_K2_M12_I41.xlsx,11.4514513016
AM,2345,greedy,20260827,I42,42,N20_K2_M12_I42.xlsx,14.4271869659
AM,2345,greedy,20260827,I43,43,N20_K2_M12_I43.xlsx,10.4764451981
AM,2345,greedy,20260827,I44,44,N20_K2_M12_I44.xlsx,12.4819974899
AM,2345,greedy,20260827,I45,45,N20_K2_M12_I45.xlsx,12.4831466675
AM,2345,greedy,20260827,I46,46,N20_K2_M12_I46.xlsx,8.47215652466
AM,2345,greedy,20260827,I47,47,N20_K2_M12_I47.xlsx,11.1707553864
AM,2345,greedy,20260827,I48,48,N20_K2_M12_I48.xlsx,10.4982233047
AM,2345,greedy,20260827,I49,49,N20_K2_M12_I49.xlsx,11.6495914459
AM,2345,greedy,20260827,I50,50,N20_K2_M12_I50.xlsx,12.9077615738
AM,2345,greedy,20260827,I51,51,N20_K2_M12_I51.xlsx,12.8816604614
AM,2345,greedy,20260827,I52,52,N20_K2_M12_I52.xlsx,11.5820941925
AM,2345,greedy,20260827,I53,53,N20_K2_M12_I53.xlsx,10.8781070709
AM,2345,greedy,20260827,I54,54,N20_K2_M12_I54.xlsx,10.565908432
AM,2345,greedy,20260827,I55,55,N20_K2_M12_I55.xlsx,13.9202518463
AM,2345,greedy,20260827,I56,56,N20_K2_M12_I56.xlsx,13.3486700058
AM,2345,greedy,20260827,I57,57,N20_K2_M12_I57.xlsx,11.9882688522
AM,2345,greedy,20260827,I58,58,N20_K2_M12_I58.xlsx,10.0561933517
AM,2345,greedy,20260827,I59,59,N20_K2_M12_I59.xlsx,9.8415813446
AM,2345,greedy,20260827,I60,60,N20_K2_M12_I60.xlsx,10.616402626
AM,2345,greedy,20260827,I61,61,N20_K2_M12_I61.xlsx,11.3118238449
AM,2345,greedy,20260827,I62,62,N20_K2_M12_I62.xlsx,9.94689941406
AM,2345,greedy,20260827,I63,63,N20_K2_M12_I63.xlsx,11.7365169525
AM,2345,greedy,20260827,I64,64,N20_K2_M12_I64.xlsx,10.6107778549
AM,2345,greedy,20260827,I65,65,N20_K2_M12_I65.xlsx,13.5531740189
AM,2345,greedy,20260827,I66,66,N20_K2_M12_I66.xlsx,12.1839027405
AM,2345,greedy,20260827,I67,67,N20_K2_M12_I67.xlsx,10.9889059067
AM,2345,greedy,20260827,I68,68,N20_K2_M12_I68.xlsx,10.4457244873
AM,2345,greedy,20260827,I69,69,N20_K2_M12_I69.xlsx,11.541513443
AM,2345,greedy,20260827,I70,70,N20_K2_M12_I70.xlsx,10.7390098572
AM,2345,greedy,20260827,I71,71,N20_K2_M12_I71.xlsx,12.0791807175
AM,2345,greedy,20260827,I72,72,N20_K2_M12_I72.xlsx,11.4644079208
AM,2345,greedy,20260827,I73,73,N20_K2_M12_I73.xlsx,10.238237381
AM,2345,greedy,20260827,I74,74,N20_K2_M12_I74.xlsx,13.1305389404
AM,2345,greedy,20260827,I75,75,N20_K2_M12_I75.xlsx,9.93958473206
AM,2345,greedy,20260827,I76,76,N20_K2_M12_I76.xlsx,12.6967535019
AM,2345,greedy,20260827,I77,77,N20_K2_M12_I77.xlsx,10.6123790741
AM,2345,greedy,20260827,I78,78,N20_K2_M12_I78.xlsx,11.8237781525
AM,2345,greedy,20260827,I79,79,N20_K2_M12_I79.xlsx,11.7160396576
AM,2345,greedy,20260827,I80,80,N20_K2_M12_I80.xlsx,11.2184305191
AM,2345,greedy,20260827,I81,81,N20_K2_M12_I81.xlsx,11.8172283173
AM,2345,greedy,20260827,I82,82,N20_K2_M12_I82.xlsx,11.2900848389
AM,2345,greedy,20260827,I83,83,N20_K2_M12_I83.xlsx,11.3326120377
AM,2345,greedy,20260827,I84,84,N20_K2_M12_I84.xlsx,10.6700649261
AM,2345,greedy,20260827,I85,85,N20_K2_M12_I85.xlsx,12.1207084656
AM,2345,greedy,20260827,I86,86,N20_K2_M12_I86.xlsx,10.6761264801
AM,2345,greedy,20260827,I87,87,N20_K2_M12_I87.xlsx,9.42890453339
AM,2345,greedy,20260827,I88,88,N20_K2_M12_I88.xlsx,10.4156599045
AM,2345,greedy,20260827,I89,89,N20_K2_M12_I89.xlsx,11.5425577164
AM,2345,greedy,20260827,I90,90,N20_K2_M12_I90.xlsx,11.6726560593
AM,2345,greedy,20260827,I91,91,N20_K2_M12_I91.xlsx,11.6437711716
AM,2345,greedy,20260827,I92,92,N20_K2_M12_I92.xlsx,9.8747549057
AM,2345,greedy,20260827,I93,93,N20_K2_M12_I93.xlsx,10.5574874878
AM,2345,greedy,20260827,I94,94,N20_K2_M12_I94.xlsx,9.99810886383
AM,2345,greedy,20260827,I95,95,N20_K2_M12_I95.xlsx,10.4698734283
AM,2345,greedy,20260827,I96,96,N20_K2_M12_I96.xlsx,11.8486938477
AM,2345,greedy,20260827,I97,97,N20_K2_M12_I97.xlsx,11.3223133087
AM,2345,greedy,20260827,I98,98,N20_K2_M12_I98.xlsx,9.6064491272
AM,2345,greedy,20260827,I99,99,N20_K2_M12_I99.xlsx,12.2082357407
AM,2345,greedy,20260827,I100,100,N20_K2_M12_I100.xlsx,11.4039134979
AM,2345,sample1280,20260827,I1,1,N20_K2_M12_I1.xlsx,10.7759647369
AM,2345,sample1280,20260827,I2,2,N20_K2_M12_I2.xlsx,10.8611164093
AM,2345,sample1280,20260827,I3,3,N20_K2_M12_I3.xlsx,9.96055984497
AM,2345,sample1280,20260827,I4,4,N20_K2_M12_I4.xlsx,8.7729177475
AM,2345,sample1280,20260827,I5,5,N20_K2_M12_I5.xlsx,9.74752521515
AM,2345,sample1280,20260827,I6,6,N20_K2_M12_I6.xlsx,11.9065647125
AM,2345,sample1280,20260827,I7,7,N20_K2_M12_I7.xlsx,12.3641967773
AM,2345,sample1280,20260827,I8,8,N20_K2_M12_I8.xlsx,11.7696838379
AM,2345,sample1280,20260827,I9,9,N20_K2_M12_I9.xlsx,10.8366355896
AM,2345,sample1280,20260827,I10,10,N20_K2_M12_I10.xlsx,10.6056499481
AM,2345,sample1280,20260827,I11,11,N20_K2_M12_I11.xlsx,11.2548236847
AM,2345,sample1280,20260827,I12,12,N20_K2_M12_I12.xlsx,7.50249099731
AM,2345,sample1280,20260827,I13,13,N20_K2_M12_I13.xlsx,10.6855144501
AM,2345,sample1280,20260827,I14,14,N20_K2_M12_I14.xlsx,9.30834770203
AM,2345,sample1280,20260827,I15,15,N20_K2_M12_I15.xlsx,9.73062515259
AM,2345,sample1280,20260827,I16,16,N20_K2_M12_I16.xlsx,10.8862247467
AM,2345,sample1280,20260827,I17,17,N20_K2_M12_I17.xlsx,10.5155267715
AM,2345,sample1280,20260827,I18,18,N20_K2_M12_I18.xlsx,10.517033577
AM,2345,sample1280,20260827,I19,19,N20_K2_M12_I19.xlsx,9.97445487976
AM,2345,sample1280,20260827,I20,20,N20_K2_M12_I20.xlsx,11.4412956238
AM,2345,sample1280,20260827,I21,21,N20_K2_M12_I21.xlsx,11.7453613281
